tool_tested,persona,num_choices,llm_choice,correct_choice,is_correct
AWS-IA GenAI Modules,problem_oriented,2000,Prompt LLM Conversation,AWS-IA GenAI Modules,0
AWS-IA GenAI Modules,goal_oriented,2000,Prompt LLM Conversation,AWS-IA GenAI Modules,0
AWS-IA GenAI Modules,category_aware,2000,AWS-IA GenAI Modules,AWS-IA GenAI Modules,1
AWS-IA GenAI Modules,function_specific,2000,AWS-IA GenAI Modules,AWS-IA GenAI Modules,1
Analyze and Visualize Costs,problem_oriented,2000,Analyze and Visualize Costs,Analyze and Visualize Costs,1
AWS-IA GenAI Modules,tool_explicit,2000,AWS-IA GenAI Modules,AWS-IA GenAI Modules,1
Analyze and Visualize Costs,goal_oriented,2000,Analyze and Visualize Costs,Analyze and Visualize Costs,1
Analyze and Visualize Costs,function_specific,2000,Analyze and Visualize Costs,Analyze and Visualize Costs,1
Analyze and Visualize Costs,category_aware,2000,Analyze and Visualize Costs,Analyze and Visualize Costs,1
CDK Construct Recommendations,problem_oriented,2000,AWS-IA GenAI Modules,CDK Construct Recommendations,0
Analyze and Visualize Costs,tool_explicit,2000,Analyze and Visualize Costs,Analyze and Visualize Costs,1
CDK Construct Recommendations,category_aware,2000,AWS-IA GenAI Modules,CDK Construct Recommendations,0
CDK Construct Recommendations,goal_oriented,2000,Prompt LLM Conversation,CDK Construct Recommendations,0
CDK Construct Recommendations,tool_explicit,2000,CDK Construct Recommendations,CDK Construct Recommendations,1
CDK Construct Recommendations,function_specific,2000,CDK Construct Recommendations,CDK Construct Recommendations,1
Calculate Routes Between Locations,goal_oriented,2000,Calculate Routes Between Locations,Calculate Routes Between Locations,1
Calculate Routes Between Locations,problem_oriented,2000,searchPlaces,Calculate Routes Between Locations,0
Calculate Routes Between Locations,category_aware,2000,Calculate Routes Between Locations,Calculate Routes Between Locations,1
Calculate Routes Between Locations,tool_explicit,2000,Calculate Routes Between Locations,Calculate Routes Between Locations,1
Calculate Routes Between Locations,function_specific,2000,Calculate Routes Between Locations,Calculate Routes Between Locations,1
Checkov Integration,goal_oriented,2000,Checkov Integration,Checkov Integration,1
Checkov Integration,problem_oriented,2000,security_check,Checkov Integration,0
Checkov Integration,category_aware,2000,Security-First Development Workflow,Checkov Integration,0
Checkov Integration,function_specific,2000,Checkov Integration,Checkov Integration,1
Checkov Integration,tool_explicit,2000,Checkov Integration,Checkov Integration,1
Code Scanning for Secure Diagram Generation,problem_oriented,2000,Checkov Integration,Code Scanning for Secure Diagram Generation,0
Code Scanning for Secure Diagram Generation,goal_oriented,2000,Checkov Integration,Code Scanning for Secure Diagram Generation,0
Code Scanning for Secure Diagram Generation,category_aware,2000,Checkov Integration,Code Scanning for Secure Diagram Generation,0
Code Scanning for Secure Diagram Generation,tool_explicit,2000,Code Scanning for Secure Diagram Generation,Code Scanning for Secure Diagram Generation,1
Code Scanning for Secure Diagram Generation,function_specific,2000,Checkov Integration,Code Scanning for Secure Diagram Generation,0
Color-Guided Image Generation,problem_oriented,2000,Color-Guided Image Generation,Color-Guided Image Generation,1
Color-Guided Image Generation,goal_oriented,2000,Color-Guided Image Generation,Color-Guided Image Generation,1
Color-Guided Image Generation,function_specific,2000,Color-Guided Image Generation,Color-Guided Image Generation,1
Color-Guided Image Generation,category_aware,2000,Color-Guided Image Generation,Color-Guided Image Generation,1
Color-Guided Image Generation,tool_explicit,2000,Color-Guided Image Generation,Color-Guided Image Generation,1
Convert Documentation to Markdown,problem_oriented,2000,webpage-to-markdown,Convert Documentation to Markdown,0
Convert Documentation to Markdown,goal_oriented,2000,Convert Documentation to Markdown,Convert Documentation to Markdown,1
Convert Documentation to Markdown,function_specific,2000,webpage-to-markdown,Convert Documentation to Markdown,0
Convert Documentation to Markdown,category_aware,2000,webpage-to-markdown,Convert Documentation to Markdown,0
Convert Documentation to Markdown,tool_explicit,2000,Convert Documentation to Markdown,Convert Documentation to Markdown,1
Customize Diagram Appearance,problem_oriented,2000,Customize Diagram Appearance,Customize Diagram Appearance,1
Customize Diagram Appearance,goal_oriented,2000,Customize Diagram Appearance,Customize Diagram Appearance,1
Customize Diagram Appearance,function_specific,2000,Customize Diagram Appearance,Customize Diagram Appearance,1
Customize Diagram Appearance,category_aware,2000,Customize Diagram Appearance,Customize Diagram Appearance,1
Customize Diagram Appearance,tool_explicit,2000,Customize Diagram Appearance,Customize Diagram Appearance,1
Discover Knowledge Bases,problem_oriented,2000,Discover Knowledge Bases,Discover Knowledge Bases,1
Discover Knowledge Bases,category_aware,2000,Discover Knowledge Bases,Discover Knowledge Bases,1
Discover Knowledge Bases,goal_oriented,2000,Discover Knowledge Bases,Discover Knowledge Bases,1
Discover Knowledge Bases,function_specific,2000,Discover Knowledge Bases,Discover Knowledge Bases,1
Discover Knowledge Bases,tool_explicit,2000,Discover Knowledge Bases,Discover Knowledge Bases,1
File Access with Text and Binary Support,problem_oriented,2000,filesystem,File Access with Text and Binary Support,0
File Access with Text and Binary Support,goal_oriented,2000,s3_object_read,File Access with Text and Binary Support,0
File Access with Text and Binary Support,category_aware,2000,filesystem,File Access with Text and Binary Support,0
File Access with Text and Binary Support,function_specific,2000,s3_object_read,File Access with Text and Binary Support,0
File Access with Text and Binary Support,tool_explicit,2000,File Access with Text and Binary Support,File Access with Text and Binary Support,1
Filter Results by Data Source,category_aware,2000,Filter Results by Data Source,Filter Results by Data Source,1
Filter Results by Data Source,problem_oriented,2000,Filter Results by Data Source,Filter Results by Data Source,1
Filter Results by Data Source,goal_oriented,2000,Filter Results by Data Source,Filter Results by Data Source,1
Filter Results by Data Source,function_specific,2000,Filter Results by Data Source,Filter Results by Data Source,1
Generate Cost Reports and Insights,problem_oriented,2000,Analyze and Visualize Costs,Generate Cost Reports and Insights,0
Generate Cost Reports and Insights,goal_oriented,2000,API_FAILURE,Generate Cost Reports and Insights,0
Filter Results by Data Source,tool_explicit,2000,API_FAILURE,Filter Results by Data Source,0
Generate Cost Reports and Insights,category_aware,2000,API_FAILURE,Generate Cost Reports and Insights,0
Generate Cost Reports and Insights,function_specific,2000,API_FAILURE,Generate Cost Reports and Insights,0
Generate Cost Reports and Insights,tool_explicit,2000,Generate Cost Reports and Insights,Generate Cost Reports and Insights,1
Generate Professional Diagrams,problem_oriented,2000,canvas,Generate Professional Diagrams,0
Generate Professional Diagrams,goal_oriented,2000,Generate Professional Diagrams,Generate Professional Diagrams,1
Generate Professional Diagrams,category_aware,2000,execute_code,Generate Professional Diagrams,0
Generate Professional Diagrams,function_specific,2000,Generate Professional Diagrams,Generate Professional Diagrams,1
Generate Professional Diagrams,tool_explicit,2000,Generate Professional Diagrams,Generate Professional Diagrams,1
Get Content Recommendations,category_aware,2000,Search Documentation,Get Content Recommendations,0
Get Content Recommendations,problem_oriented,2000,Search Documentation,Get Content Recommendations,0
Get Content Recommendations,goal_oriented,2000,Search Documentation,Get Content Recommendations,0
Get Content Recommendations,function_specific,2000,Search Documentation,Get Content Recommendations,0
Get Content Recommendations,tool_explicit,2000,Get Content Recommendations,Get Content Recommendations,1
Get Details for Specific Places,goal_oriented,2000,Get Details for Specific Places,Get Details for Specific Places,1
Get Details for Specific Places,problem_oriented,2000,search_ai_agent,Get Details for Specific Places,0
Get Details for Specific Places,category_aware,2000,Get Details for Specific Places,Get Details for Specific Places,1
Get Details for Specific Places,function_specific,2000,Get Details for Specific Places,Get Details for Specific Places,1
Get Details for Specific Places,tool_explicit,2000,Get Details for Specific Places,Get Details for Specific Places,1
GitHub Repository Search in AWS Organizations,goal_oriented,2000,GitHub Repository Search in AWS Organizations,GitHub Repository Search in AWS Organizations,1
GitHub Repository Search in AWS Organizations,problem_oriented,2000,smart_search_internal_knowledge,GitHub Repository Search in AWS Organizations,0
GitHub Repository Search in AWS Organizations,category_aware,2000,GitHub Repository Search in AWS Organizations,GitHub Repository Search in AWS Organizations,1
GitHub Repository Search in AWS Organizations,function_specific,2000,GitHub Repository Search in AWS Organizations,GitHub Repository Search in AWS Organizations,1
GitHub Repository Search in AWS Organizations,tool_explicit,2000,GitHub Repository Search in AWS Organizations,GitHub Repository Search in AWS Organizations,1
Infrastructure as Code Best Practices,problem_oriented,2000,Prompt LLM Conversation,Infrastructure as Code Best Practices,0
Infrastructure as Code Best Practices,category_aware,2000,Infrastructure as Code Best Practices,Infrastructure as Code Best Practices,1
Infrastructure as Code Best Practices,goal_oriented,2000,Infrastructure as Code Best Practices,Infrastructure as Code Best Practices,1
Infrastructure as Code Best Practices,function_specific,2000,Infrastructure as Code Best Practices,Infrastructure as Code Best Practices,1
Infrastructure as Code Best Practices,tool_explicit,2000,Infrastructure as Code Best Practices,Infrastructure as Code Best Practices,1
Optimize Waypoints for Efficient Routing,goal_oriented,2000,Optimize Waypoints for Efficient Routing,Optimize Waypoints for Efficient Routing,1
Optimize Waypoints for Efficient Routing,problem_oriented,2000,Optimize Waypoints for Efficient Routing,Optimize Waypoints for Efficient Routing,1
Optimize Waypoints for Efficient Routing,category_aware,2000,Optimize Waypoints for Efficient Routing,Optimize Waypoints for Efficient Routing,1
Optimize Waypoints for Efficient Routing,function_specific,2000,Optimize Waypoints for Efficient Routing,Optimize Waypoints for Efficient Routing,1
Optimize Waypoints for Efficient Routing,tool_explicit,2000,Optimize Waypoints for Efficient Routing,Optimize Waypoints for Efficient Routing,1
Query Cost Data with Natural Language,problem_oriented,2000,Generate Cost Reports and Insights,Query Cost Data with Natural Language,0
Query Cost Data with Natural Language,goal_oriented,2000,Generate Cost Reports and Insights,Query Cost Data with Natural Language,0
Query Cost Data with Natural Language,category_aware,2000,Generate Cost Reports and Insights,Query Cost Data with Natural Language,0
Query Cost Data with Natural Language,function_specific,2000,Generate Cost Reports and Insights,Query Cost Data with Natural Language,0
Query Cost Data with Natural Language,tool_explicit,2000,Query Cost Data with Natural Language,Query Cost Data with Natural Language,1
Query Knowledge Bases,problem_oriented,2000,search,Query Knowledge Bases,0
Query Knowledge Bases,category_aware,2000,Query Knowledge Bases,Query Knowledge Bases,1
Query Knowledge Bases,goal_oriented,2000,Prompt LLM Conversation,Query Knowledge Bases,0
Query Knowledge Bases,function_specific,2000,Query Knowledge Bases,Query Knowledge Bases,1
Query Knowledge Bases,tool_explicit,2000,Query Knowledge Bases,Query Knowledge Bases,1
Repository Indexing,problem_oriented,2000,search_files,Repository Indexing,0
Repository Indexing,goal_oriented,2000,search_coding_preferences,Repository Indexing,0
Repository Indexing,category_aware,2000,Repository Indexing,Repository Indexing,1
Repository Indexing,function_specific,2000,Repository Indexing,Repository Indexing,1
Repository Indexing,tool_explicit,2000,Repository Indexing,Repository Indexing,1
Repository Structure Analysis,problem_oriented,2000,search_files,Repository Structure Analysis,0
Repository Structure Analysis,goal_oriented,2000,Repository Structure Analysis,Repository Structure Analysis,1
Repository Structure Analysis,category_aware,2000,Repository Structure Analysis,Repository Structure Analysis,1
Repository Structure Analysis,tool_explicit,2000,Repository Structure Analysis,Repository Structure Analysis,1
Repository Structure Analysis,function_specific,2000,Repository Structure Analysis,Repository Structure Analysis,1
Rerank Results,problem_oriented,2000,search_ai_agent,Rerank Results,0
Rerank Results,goal_oriented,2000,Rerank Results,Rerank Results,1
Rerank Results,category_aware,2000,execute-ai-query,Rerank Results,0
Rerank Results,tool_explicit,2000,Rerank Results,Rerank Results,1
Rerank Results,function_specific,2000,Rerank Results,Rerank Results,1
Reverse Geocode Coordinates to Addresses,problem_oriented,2000,Reverse Geocode Coordinates to Addresses,Reverse Geocode Coordinates to Addresses,1
Reverse Geocode Coordinates to Addresses,category_aware,2000,Reverse Geocode Coordinates to Addresses,Reverse Geocode Coordinates to Addresses,1
Reverse Geocode Coordinates to Addresses,goal_oriented,2000,Reverse Geocode Coordinates to Addresses,Reverse Geocode Coordinates to Addresses,1
Reverse Geocode Coordinates to Addresses,tool_explicit,2000,Reverse Geocode Coordinates to Addresses,Reverse Geocode Coordinates to Addresses,1
Reverse Geocode Coordinates to Addresses,function_specific,2000,maps_reverse_geocode,Reverse Geocode Coordinates to Addresses,0
Run AWS Lambda Functions,problem_oriented,2000,Prompt LLM Conversation,Run AWS Lambda Functions,0
Run AWS Lambda Functions,goal_oriented,2000,streams,Run AWS Lambda Functions,0
Run AWS Lambda Functions,category_aware,2000,Run AWS Lambda Functions,Run AWS Lambda Functions,1
Run AWS Lambda Functions,function_specific,2000,Run AWS Lambda Functions,Run AWS Lambda Functions,1
Save Generated Images,problem_oriented,2000,save_current_project,Save Generated Images,0
Run AWS Lambda Functions,tool_explicit,2000,Run AWS Lambda Functions,Run AWS Lambda Functions,1
Save Generated Images,goal_oriented,2000,Save Generated Images,Save Generated Images,1
Save Generated Images,category_aware,2000,filesystem,Save Generated Images,0
Save Generated Images,function_specific,2000,Save Generated Images,Save Generated Images,1
Save Generated Images,tool_explicit,2000,Save Generated Images,Save Generated Images,1
Search Documentation,problem_oriented,2000,search_ai_agent,Search Documentation,0
Search Documentation,goal_oriented,2000,Security-First Development Workflow,Search Documentation,0
Search Documentation,category_aware,2000,Search Documentation,Search Documentation,1
Search Documentation,function_specific,2000,Search Documentation,Search Documentation,1
Search Documentation,tool_explicit,2000,Search Documentation,Search Documentation,1
Search for Places Near a Location,problem_oriented,2000,searchPlaces,Search for Places Near a Location,0
Search for Places Near a Location,function_specific,2000,Search for Places Near a Location,Search for Places Near a Location,1
Search for Places Near a Location,goal_oriented,2000,searchPlaces,Search for Places Near a Location,0
Search for Places Near a Location,category_aware,2000,Search for Places Near a Location,Search for Places Near a Location,1
Search for Places Near a Location,tool_explicit,2000,API_FAILURE,Search for Places Near a Location,0
Search for Places That Are Currently Open,problem_oriented,2000,API_FAILURE,Search for Places That Are Currently Open,0
Search for Places That Are Currently Open,goal_oriented,2000,API_FAILURE,Search for Places That Are Currently Open,0
Search for Places That Are Currently Open,category_aware,2000,API_FAILURE,Search for Places That Are Currently Open,0
Search for Places That Are Currently Open,function_specific,2000,Search for Places That Are Currently Open,Search for Places That Are Currently Open,1
Search for Places That Are Currently Open,tool_explicit,2000,Search for Places That Are Currently Open,Search for Places That Are Currently Open,1
Search for Places Using Geocoding,problem_oriented,2000,Search for Places Using Geocoding,Search for Places Using Geocoding,1
Search for Places Using Geocoding,goal_oriented,2000,searchPlaces,Search for Places Using Geocoding,0
Search for Places Using Geocoding,category_aware,2000,Search for Places Using Geocoding,Search for Places Using Geocoding,1
Search for Places Using Geocoding,function_specific,2000,searchPlaces,Search for Places Using Geocoding,0
Security-First Development Workflow,problem_oriented,2000,Security-First Development Workflow,Security-First Development Workflow,1
Search for Places Using Geocoding,tool_explicit,2000,Search for Places Using Geocoding,Search for Places Using Geocoding,1
Security-First Development Workflow,goal_oriented,2000,Security-First Development Workflow,Security-First Development Workflow,1
Security-First Development Workflow,category_aware,2000,Security-First Development Workflow,Security-First Development Workflow,1
Security-First Development Workflow,function_specific,2000,Security-First Development Workflow,Security-First Development Workflow,1
Semantic Search Within Repositories,problem_oriented,2000,smart_search_internal_knowledge,Semantic Search Within Repositories,0
Security-First Development Workflow,tool_explicit,2000,Security-First Development Workflow,Security-First Development Workflow,1
Semantic Search Within Repositories,goal_oriented,2000,Semantic Search Within Repositories,Semantic Search Within Repositories,1
Semantic Search Within Repositories,function_specific,2000,Semantic Search Within Repositories,Semantic Search Within Repositories,1
Semantic Search Within Repositories,category_aware,2000,Semantic Search Within Repositories,Semantic Search Within Repositories,1
Semantic Search Within Repositories,tool_explicit,2000,Semantic Search Within Repositories,Semantic Search Within Repositories,1
Terraform Workflow Execution,problem_oriented,2000,Prompt LLM Conversation,Terraform Workflow Execution,0
Terraform Workflow Execution,goal_oriented,2000,Terraform Workflow Execution,Terraform Workflow Execution,1
Terraform Workflow Execution,category_aware,2000,Terraform Workflow Execution,Terraform Workflow Execution,1
Terraform Workflow Execution,function_specific,2000,Terraform Workflow Execution,Terraform Workflow Execution,1
Terraform Workflow Execution,tool_explicit,2000,Terraform Workflow Execution,Terraform Workflow Execution,1
Text-Based Image Generation,problem_oriented,2000,Prompt LLM Conversation,Text-Based Image Generation,0
Text-Based Image Generation,goal_oriented,2000,Text-Based Image Generation,Text-Based Image Generation,1
Text-Based Image Generation,category_aware,2000,Text-Based Image Generation,Text-Based Image Generation,1
Text-Based Image Generation,function_specific,2000,Text-Based Image Generation,Text-Based Image Generation,1
dynamodb_batch_execute,problem_oriented,2000,BulkUpdateRecords,dynamodb_batch_execute,0
Text-Based Image Generation,tool_explicit,2000,Text-Based Image Generation,Text-Based Image Generation,1
dynamodb_batch_execute,goal_oriented,2000,BulkUpdateRecords,dynamodb_batch_execute,0
dynamodb_batch_execute,category_aware,2000,dynamodb_batch_execute,dynamodb_batch_execute,1
dynamodb_batch_execute,tool_explicit,2000,dynamodb_batch_execute,dynamodb_batch_execute,1
dynamodb_batch_get,goal_oriented,2000,dynamodb_batch_get,dynamodb_batch_get,1
dynamodb_batch_get,problem_oriented,2000,dynamodb_batch_get,dynamodb_batch_get,1
dynamodb_batch_execute,function_specific,2000,dynamodb_batch_execute,dynamodb_batch_execute,1
dynamodb_batch_get,function_specific,2000,dynamodb_batch_get,dynamodb_batch_get,1
dynamodb_batch_get,category_aware,2000,dynamodb_batch_get,dynamodb_batch_get,1
dynamodb_batch_get,tool_explicit,2000,dynamodb_batch_get,dynamodb_batch_get,1
dynamodb_describe_ttl,problem_oriented,2000,read_query,dynamodb_describe_ttl,0
dynamodb_describe_ttl,goal_oriented,2000,dynamodb_describe_ttl,dynamodb_describe_ttl,1
dynamodb_describe_ttl,category_aware,2000,dynamodb_describe_ttl,dynamodb_describe_ttl,1
dynamodb_describe_ttl,function_specific,2000,dynamodb_describe_ttl,dynamodb_describe_ttl,1
dynamodb_item_batch_write,problem_oriented,2000,dynamodb_item_batch_write,dynamodb_item_batch_write,1
dynamodb_describe_ttl,tool_explicit,2000,dynamodb_describe_ttl,dynamodb_describe_ttl,1
dynamodb_item_batch_write,goal_oriented,2000,dynamodb_item_batch_write,dynamodb_item_batch_write,1
dynamodb_item_batch_write,category_aware,2000,dynamodb_item_batch_write,dynamodb_item_batch_write,1
dynamodb_item_batch_write,function_specific,2000,dynamodb_item_batch_write,dynamodb_item_batch_write,1
dynamodb_item_delete,problem_oriented,2000,delete_document,dynamodb_item_delete,0
dynamodb_item_batch_write,tool_explicit,2000,dynamodb_item_batch_write,dynamodb_item_batch_write,1
dynamodb_item_delete,category_aware,2000,dynamodb_item_delete,dynamodb_item_delete,1
dynamodb_item_delete,goal_oriented,2000,delete-document,dynamodb_item_delete,0
dynamodb_item_delete,tool_explicit,2000,dynamodb_item_delete,dynamodb_item_delete,1
dynamodb_item_delete,function_specific,2000,dynamodb_item_delete,dynamodb_item_delete,1
dynamodb_item_get,problem_oriented,2000,select_query,dynamodb_item_get,0
dynamodb_item_get,goal_oriented,2000,auth_get_user,dynamodb_item_get,0
dynamodb_item_get,category_aware,2000,dynamodb_item_get,dynamodb_item_get,1
dynamodb_item_get,function_specific,2000,dynamodb_item_get,dynamodb_item_get,1
dynamodb_item_get,tool_explicit,2000,dynamodb_item_get,dynamodb_item_get,1
dynamodb_item_put,problem_oriented,2000,write_note,dynamodb_item_put,0
dynamodb_item_put,goal_oriented,2000,write_query,dynamodb_item_put,0
dynamodb_item_put,category_aware,2000,dynamodb_item_put,dynamodb_item_put,1
dynamodb_item_put,function_specific,2000,insert,dynamodb_item_put,0
dynamodb_item_put,tool_explicit,2000,dynamodb_item_put,dynamodb_item_put,1
dynamodb_item_query,goal_oriented,2000,read_query,dynamodb_item_query,0
dynamodb_item_query,problem_oriented,2000,smart_search_internal_knowledge,dynamodb_item_query,0
dynamodb_item_query,category_aware,2000,dynamodb_item_get,dynamodb_item_query,0
dynamodb_item_query,function_specific,2000,dynamodb_item_query,dynamodb_item_query,1
dynamodb_item_query,tool_explicit,2000,dynamodb_item_query,dynamodb_item_query,1
dynamodb_item_scan,problem_oriented,2000,list_tables,dynamodb_item_scan,0
dynamodb_item_scan,category_aware,2000,dynamodb_item_scan,dynamodb_item_scan,1
dynamodb_item_scan,function_specific,2000,dynamodb_item_scan,dynamodb_item_scan,1
dynamodb_item_scan,goal_oriented,2000,dynamodb_item_scan,dynamodb_item_scan,1
dynamodb_item_scan,tool_explicit,2000,dynamodb_item_scan,dynamodb_item_scan,1
dynamodb_item_update,problem_oriented,2000,write_query,dynamodb_item_update,0
dynamodb_item_update,goal_oriented,2000,write_query,dynamodb_item_update,0
dynamodb_item_update,category_aware,2000,dynamodb_item_update,dynamodb_item_update,1
dynamodb_item_update,function_specific,2000,dynamodb_item_update,dynamodb_item_update,1
dynamodb_item_update,tool_explicit,2000,dynamodb_item_update,dynamodb_item_update,1
dynamodb_table_create,goal_oriented,2000,create_project,dynamodb_table_create,0
dynamodb_table_create,problem_oriented,2000,create_table,dynamodb_table_create,0
dynamodb_table_create,category_aware,2000,dynamodb_table_create,dynamodb_table_create,1
dynamodb_table_create,function_specific,2000,API_FAILURE,dynamodb_table_create,0
dynamodb_table_create,tool_explicit,2000,API_FAILURE,dynamodb_table_create,0
dynamodb_table_delete,problem_oriented,2000,API_FAILURE,dynamodb_table_delete,0
dynamodb_table_delete,goal_oriented,2000,API_FAILURE,dynamodb_table_delete,0
dynamodb_table_delete,category_aware,2000,dynamodb_table_delete,dynamodb_table_delete,1
dynamodb_table_delete,tool_explicit,2000,dynamodb_table_delete,dynamodb_table_delete,1
dynamodb_table_delete,function_specific,2000,dynamodb_table_delete,dynamodb_table_delete,1
dynamodb_table_describe,problem_oriented,2000,describe_database,dynamodb_table_describe,0
dynamodb_table_describe,category_aware,2000,dynamodb_table_describe,dynamodb_table_describe,1
dynamodb_table_describe,goal_oriented,2000,dynamodb_table_describe,dynamodb_table_describe,1
dynamodb_table_describe,function_specific,2000,dynamodb_table_describe,dynamodb_table_describe,1
dynamodb_table_describe,tool_explicit,2000,dynamodb_table_describe,dynamodb_table_describe,1
dynamodb_table_update,problem_oriented,2000,write_query,dynamodb_table_update,0
dynamodb_table_update,category_aware,2000,dynamodb_table_update,dynamodb_table_update,1
dynamodb_table_update,goal_oriented,2000,prepare_database_migration,dynamodb_table_update,0
dynamodb_table_update,function_specific,2000,dynamodb_item_put,dynamodb_table_update,0
dynamodb_table_update,tool_explicit,2000,dynamodb_table_update,dynamodb_table_update,1
dynamodb_update_ttl,problem_oriented,2000,Prompt LLM Conversation,dynamodb_update_ttl,0
dynamodb_update_ttl,goal_oriented,2000,dynamodb_update_ttl,dynamodb_update_ttl,1
dynamodb_update_ttl,category_aware,2000,dynamodb_update_ttl,dynamodb_update_ttl,1
dynamodb_update_ttl,tool_explicit,2000,dynamodb_update_ttl,dynamodb_update_ttl,1
dynamodb_update_ttl,function_specific,2000,dynamodb_update_ttl,dynamodb_update_ttl,1
s3_bucket_create,problem_oriented,2000,Prompt LLM Conversation,s3_bucket_create,0
s3_bucket_create,goal_oriented,2000,s3_bucket_create,s3_bucket_create,1
s3_bucket_create,function_specific,2000,s3_bucket_create,s3_bucket_create,1
s3_bucket_create,category_aware,2000,s3_bucket_create,s3_bucket_create,1
s3_bucket_create,tool_explicit,2000,s3_bucket_create,s3_bucket_create,1
s3_bucket_delete,problem_oriented,2000,delete_folder,s3_bucket_delete,0
s3_bucket_delete,goal_oriented,2000,s3_bucket_delete,s3_bucket_delete,1
s3_bucket_delete,category_aware,2000,s3_bucket_delete,s3_bucket_delete,1
s3_bucket_delete,function_specific,2000,s3_bucket_delete,s3_bucket_delete,1
s3_bucket_delete,tool_explicit,2000,s3_bucket_delete,s3_bucket_delete,1
s3_bucket_list,problem_oriented,2000,ListBuckets,s3_bucket_list,0
s3_bucket_list,goal_oriented,2000,ListBuckets,s3_bucket_list,0
s3_bucket_list,category_aware,2000,ListBuckets,s3_bucket_list,0
s3_bucket_list,tool_explicit,2000,s3_bucket_list,s3_bucket_list,1
s3_bucket_list,function_specific,2000,list_buckets,s3_bucket_list,0
s3_object_delete,goal_oriented,2000,s3_object_delete,s3_object_delete,1
s3_object_delete,problem_oriented,2000,s3_object_delete,s3_object_delete,1
s3_object_delete,category_aware,2000,s3_object_delete,s3_object_delete,1
s3_object_delete,function_specific,2000,s3_object_delete,s3_object_delete,1
s3_object_delete,tool_explicit,2000,s3_object_delete,s3_object_delete,1
s3_object_list,problem_oriented,2000,list_objects,s3_object_list,0
s3_object_list,category_aware,2000,s3_object_list,s3_object_list,1
s3_object_list,goal_oriented,2000,s3_object_list,s3_object_list,1
s3_object_list,function_specific,2000,s3_object_list,s3_object_list,1
s3_object_list,tool_explicit,2000,s3_object_list,s3_object_list,1
s3_object_read,goal_oriented,2000,s3_object_read,s3_object_read,1
s3_object_read,problem_oriented,2000,filesystem,s3_object_read,0
s3_object_read,function_specific,2000,s3_object_read,s3_object_read,1
s3_object_read,category_aware,2000,s3_object_read,s3_object_read,1
s3_object_read,tool_explicit,2000,s3_object_read,s3_object_read,1
s3_object_upload,problem_oriented,2000,s3_bucket_create,s3_object_upload,0
s3_object_upload,goal_oriented,2000,s3_object_upload,s3_object_upload,1
s3_object_upload,category_aware,2000,s3_object_upload,s3_object_upload,1
s3_object_upload,function_specific,2000,s3_object_upload,s3_object_upload,1
s3_object_upload,tool_explicit,2000,s3_object_upload,s3_object_upload,1
get_result,problem_oriented,2000,get_messages,get_result,0
get_result,goal_oriented,2000,get_result,get_result,1
get_result,category_aware,2000,get_result,get_result,1
get_result,function_specific,2000,execute-ai-query,get_result,0
get_status,problem_oriented,2000,get_status,get_status,1
get_result,tool_explicit,2000,get_result,get_result,1
get_status,goal_oriented,2000,get_status,get_status,1
get_status,category_aware,2000,get_status,get_status,1
get_status,function_specific,2000,get_status,get_status,1
get_status,tool_explicit,2000,get_status,get_status,1
